x	y
304.04764	217.45222
304.22095	217.92122
304.39426	218.39021
304.56757	218.8592
304.74088	219.3282
304.91418	219.7972
305.0875	220.26619
305.2608	220.73518
305.4341	221.20418
305.60742	221.67317
305.78073	222.14217
305.95404	222.61116
306.12735	223.08015
306.30066	223.54915
306.47397	224.01814
306.64728	224.48714
306.8206	224.95613
306.9939	225.42513
307.1672	225.89412
307.3405	226.36311
307.51382	226.8321
307.68713	227.3011
307.86044	227.7701
308.03375	228.23909
308.20706	228.70808
308.38037	229.17708
308.55368	229.64607
308.727	230.11507
308.9003	230.58406
309.0736	231.05305
309.24692	231.52205
309.42023	231.99104
309.59354	232.46004
309.76685	232.92903
309.94016	233.39803
310.11346	233.86702
310.28677	234.33601
310.46008	234.80501
310.6334	235.274
310.8067	235.743
310.98	236.21199
311.15332	236.68098
311.32663	237.14998
311.49994	237.61897
311.67325	238.08797
311.84656	238.55696
312.01987	239.02596
312.19318	239.49495
312.3665	239.96394
312.5398	240.43294
312.7131	240.90193
312.8864	241.37093
313.05972	241.83992
313.23303	242.30891
313.40634	242.77791
313.57965	243.2469
313.75296	243.7159
313.92627	244.18489
314.09958	244.65388
314.2729	245.12288
314.4462	245.59187
314.6195	246.06087
314.79282	246.52986
314.96613	246.99886
315.13943	247.46785
315.31274	247.93684
315.48605	248.40584
315.65936	248.87483
315.83267	249.34383
316.00598	249.81282
316.1793	250.28181
316.3526	250.75081
316.5259	251.2198
316.69922	251.6888
316.87253	252.15779
317.04584	252.62679
317.21915	253.09578
317.39246	253.56477
317.56577	254.03377
317.73907	254.50276
317.91238	254.97176
318.0857	255.44075
318.259	255.90974
318.4323	256.37875
318.60562	256.84775
318.77893	257.31674
318.95224	257.78574
319.12555	258.25473
319.29886	258.72372
319.47217	259.19272
319.64548	259.6617
319.8188	260.1307
319.9921	260.5997
320.1654	261.0687
320.3387	261.5377
320.51202	262.00668
320.68533	262.47568
320.85864	262.94467
321.03195	263.41367
321.20526	263.88266
321.37857	264.35165
321.55188	264.82065
321.7252	265.28964
321.8985	265.75864
322.0718	266.22763
322.24512	266.69662
322.41843	267.16562
322.59174	267.6346
322.76505	268.1036
322.93835	268.5726
323.11166	269.0416
323.28497	269.5106
323.45828	269.97958
323.6316	270.44858
323.8049	270.91757
323.9782	271.38657
324.15152	271.85556
324.32483	272.32455
324.49814	272.79355
324.67145	273.26254
324.84476	273.73154
325.01807	274.20053
325.19138	274.66953
325.3647	275.13852
325.538	275.6075
325.7113	276.0765
325.8846	276.5455
326.05792	277.0145
326.23123	277.4835
326.40454	277.95248
326.57785	278.42148
326.75116	278.89047
326.92447	279.35947
327.09778	279.82846
327.2711	280.29745
327.4444	280.76645
327.6177	281.23544
327.79102	281.70444
327.96432	282.17343
328.13763	282.64243
328.31094	283.11142
328.48425	283.5804
328.65756	284.0494
328.83087	284.5184
329.00418	284.9874
329.1775	285.4564
329.3508	285.92538
329.5241	286.39438
329.69742	286.86337
329.87073	287.33237
330.04404	287.80136
330.21735	288.27036
330.39066	288.73935
330.56396	289.20834
330.73727	289.67734
330.91058	290.14633
331.0839	290.61533
331.2572	291.08432
331.4305	291.5533
331.60382	292.0223
331.70663	292.5193
331.734	293.02606
331.68536	293.53122
331.56177	294.02344
331.366	294.49167
331.10245	294.92538
330.77704	295.31485
330.3971	295.6513
329.97113	295.92722
329.50873	296.13635
329.02026	296.27405
328.51672	296.33722
328.0094	296.32443
327.50967	296.23596
327.02878	296.0738
326.5775	295.84158
326.16602	295.54456
325.80353	295.18936
325.4982	294.784
325.25687	294.33755
325.08496	293.86005
324.98633	293.3622
324.9632	292.85526
325.01608	292.35052
325.14383	291.85938
325.34354	291.39282
325.61072	290.96133
325.93936	290.57462
326.3221	290.24136
326.75037	289.96906
327.2145	289.7638
327.7041	289.6302
328.20816	289.57126
328.71536	289.58832
329.21432	289.68097
329.69385	289.84717
330.14316	290.08316
330.55215	290.38364
330.91165	290.74185
331.21356	291.14978
331.45114	291.59824
331.61905	292.07715
331.7135	292.57578
331.73236	293.08292
331.67523	293.5872
331.54337	294.07727
331.33975	294.54214
331.06897	294.97137
330.7371	295.35532
330.35156	295.68533
329.9717	296.01047
329.59186	296.3356
329.212	296.66074
328.83215	296.98587
328.4523	297.311
328.07245	297.63614
327.6926	297.96127
327.31274	298.2864
326.9329	298.61154
326.55304	298.93668
326.1732	299.2618
325.79333	299.58694
325.41348	299.91208
325.03363	300.2372
324.65378	300.56235
324.27393	300.88748
323.89407	301.21262
323.51422	301.53775
323.13437	301.86288
322.75452	302.18802
322.37466	302.51315
321.9948	302.8383
321.61496	303.16342
321.2351	303.48856
320.85526	303.8137
320.4754	304.13882
320.09555	304.46396
319.7157	304.7891
319.33585	305.11423
318.956	305.43936
318.57614	305.7645
318.1963	306.08963
317.81644	306.41476
317.43658	306.7399
317.05673	307.06503
316.67688	307.39017
316.29703	307.7153
315.91718	308.04044
315.53732	308.36557
315.15747	308.6907
314.77762	309.01584
314.39777	309.34097
314.0179	309.6661
313.63806	309.99124
313.2582	310.31638
312.87836	310.6415
312.4985	310.96664
312.11865	311.29178
311.7388	311.6169
311.35895	311.94205
310.9791	312.26718
310.59924	312.59232
310.2194	312.91745
309.83954	313.24258
309.4597	313.56772
309.07983	313.89285
308.69998	314.218
308.32013	314.54312
307.94028	314.86826
307.56042	315.1934
307.18057	315.51852
306.80072	315.84366
306.42087	316.1688
306.04102	316.49393
305.66116	316.81906
305.2813	317.1442
304.90146	317.46933
304.5216	317.79446
304.14175	318.1196
303.7619	318.44473
303.38205	318.76987
303.0022	319.095
302.62234	319.42014
302.2425	319.74527
301.86264	320.0704
301.4828	320.39554
301.10294	320.72067
300.72308	321.0458
300.34323	321.37094
299.96338	321.69608
299.58353	322.0212
299.20367	322.34634
298.82382	322.67148
298.44397	322.9966
298.06412	323.32175
297.68427	323.64688
297.3044	323.97202
296.92456	324.29715
296.5447	324.62228
296.16486	324.94742
295.785	325.27255
295.40515	325.5977
295.0253	325.92282
294.64545	326.24796
294.2656	326.5731
293.88574	326.89822
293.5059	327.22336
293.12604	327.5485
292.7462	327.87363
292.36633	328.19876
291.98648	328.5239
291.60663	328.84903
291.22678	329.17416
290.84692	329.4993
290.46707	329.82443
290.08722	330.14957
289.70737	330.4747
289.3275	330.79984
288.94766	331.12497
288.5678	331.4501
288.18796	331.77524
287.8081	332.10037
287.42825	332.4255
287.0484	332.75064
286.66855	333.07578
286.2887	333.4009
285.90884	333.72604
285.529	334.05118
285.14914	334.3763
284.7693	334.70145
284.38943	335.02658
284.00958	335.3517
283.62973	335.67685
283.24988	336.00198
282.87003	336.32712
282.49017	336.65225
282.11032	336.9774
281.73047	337.30252
281.35062	337.62766
280.97076	337.9528
280.5909	338.27792
280.21106	338.60306
279.8312	338.9282
279.45135	339.25333
279.0715	339.57846
278.69165	339.9036
278.3118	340.22873
277.93195	340.55386
277.5521	340.879
277.17224	341.20413
276.7924	341.52927
276.41254	341.8544
276.03268	342.17953
275.65283	342.50467
275.27298	342.8298
274.89313	343.15494
274.51328	343.48007
274.13342	343.8052
273.75357	344.13034
273.37372	344.45547
272.99387	344.7806
272.614	345.10574
272.23416	345.43088
271.8543	345.756
271.47446	346.08115
271.0946	346.40628
270.71475	346.7314
270.3349	347.05655
269.95505	347.38168
269.5752	347.70682
269.19534	348.03195
268.8155	348.3571
268.43564	348.68222
268.0558	349.00735
267.67593	349.3325
267.29608	349.65762
266.91623	349.98276
266.53638	350.3079
266.15652	350.63303
265.77667	350.95816
265.39682	351.2833
265.01697	351.60843
264.63712	351.93356
264.25726	352.2587
263.8774	352.58383
263.49756	352.90897
263.1177	353.2341
262.73785	353.55923
262.358	353.88437
261.97815	354.2095
261.5983	354.53464
261.21844	354.85977
260.8386	355.1849
260.45874	355.51004
260.0789	355.83517
259.69904	356.1603
259.31918	356.48544
258.93933	356.81058
258.55948	357.1357
258.17963	357.46085
257.79977	357.78598
257.36923	358.0547
256.90338	358.25604
256.4127	358.38553
255.90814	358.44022
255.4011	358.41888
254.90292	358.32202
254.42482	358.1518
253.97752	357.91205
253.57108	357.60815
253.2146	357.24692
252.9161	356.8365
252.68231	356.38605
252.51845	355.90573
252.4282	355.4063
252.4136	354.89902
252.47498	354.39523
252.61095	353.90628
252.81845	353.44315
253.09283	353.0162
253.42793	352.63507
253.81622	352.3083
254.249	352.0432
254.71652	351.8458
255.2083	351.72046
255.71329	351.67
256.22015	351.6956
256.7175	351.79663
257.19415	351.97086
257.63943	352.21436
258.0433	352.52167
258.39673	352.88586
258.69177	353.2988
258.92178	353.7512
259.0816	354.23288
259.16766	354.73303
259.178	355.24042
259.1124	355.74365
258.97232	356.23145
258.76093	356.69284
258.48297	357.11746
258.14468	357.49576
257.75366	357.81927
257.3187	358.08072
256.84952	358.27423
256.35672	358.39545
255.85133	358.44165
255.34471	358.4118
254.84824	358.3066
254.37306	358.1284
253.92986	357.88116
253.4932	357.6376
253.05653	357.39404
252.61987	357.15048
252.18321	356.90692
251.74655	356.66336
251.30989	356.4198
250.87323	356.17624
250.43657	355.93268
249.99991	355.68912
249.56325	355.44556
249.12659	355.202
248.68993	354.95844
248.25327	354.71487
247.8166	354.4713
247.37994	354.22775
246.94328	353.9842
246.50662	353.74063
246.06996	353.49707
245.6333	353.2535
245.19664	353.00995
244.75998	352.7664
244.32332	352.52283
243.88666	352.27927
243.45	352.0357
243.01334	351.79214
242.57668	351.54858
242.14001	351.30502
241.70335	351.06146
241.2667	350.8179
240.83003	350.57434
240.39337	350.33078
239.95671	350.08722
239.52005	349.84366
239.08339	349.6001
238.64673	349.35654
238.21007	349.11298
237.7734	348.86942
237.33675	348.62585
236.90009	348.3823
236.46342	348.13873
236.02676	347.89517
235.5901	347.6516
235.15344	347.40805
234.71678	347.1645
234.28012	346.92093
233.84346	346.67737
233.4068	346.4338
232.97014	346.19025
232.53348	345.9467
232.09682	345.70312
231.66016	345.45956
231.2235	345.216
230.78683	344.97244
230.35017	344.72888
229.91351	344.48532
229.47685	344.24176
229.04019	343.9982
228.60353	343.75464
228.16687	343.51108
227.73021	343.26752
227.29355	343.02396
226.85689	342.7804
226.42023	342.53683
225.98357	342.29327
225.5469	342.0497
225.11024	341.80615
224.67358	341.5626
224.23692	341.31903
223.80026	341.07547
223.3636	340.8319
222.92694	340.58835
222.49028	340.3448
222.05362	340.10123
221.61696	339.85767
221.1803	339.6141
220.74364	339.37054
220.30698	339.12698
219.87032	338.88342
219.43365	338.63986
218.997	338.3963
218.56033	338.15274
218.12367	337.90918
217.68701	337.66562
217.25035	337.42206
216.81369	337.1785
216.37703	336.93494
215.94037	336.69138
215.50371	336.4478
215.06705	336.20425
214.63039	335.9607
214.19373	335.71713
213.75706	335.47357
213.3204	335.23
212.88374	334.98645
212.44708	334.7429
212.01042	334.49933
211.57376	334.25577
211.1371	334.0122
210.70044	333.76865
210.26378	333.5251
209.82712	333.28152
209.39046	333.03796
208.9538	332.7944
208.51714	332.55084
208.08047	332.30728
207.64381	332.06372
207.20715	331.82016
206.7705	331.5766
206.33383	331.33304
205.89717	331.08948
205.46051	330.84592
205.02385	330.60236
204.58719	330.3588
204.15053	330.11523
203.71387	329.87167
203.2772	329.6281
202.84055	329.38455
202.40388	329.141
201.96722	328.89743
201.53056	328.65387
201.0939	328.4103
200.65724	328.16675
200.22058	327.9232
199.78392	327.67963
199.34726	327.43607
198.9106	327.1925
198.47394	326.94894
198.03728	326.70538
197.60062	326.46182
197.16396	326.21826
196.7273	325.9747
196.29063	325.73114
195.85397	325.48758
195.41731	325.24402
194.98065	325.00046
194.54399	324.7569
194.10733	324.51334
193.67067	324.26978
193.23401	324.0262
192.79735	323.78265
192.36069	323.5391
191.92403	323.29553
191.48737	323.05197
191.0507	322.8084
190.61404	322.56485
190.17738	322.3213
189.74072	322.07773
189.30406	321.83417
188.8674	321.5906
188.43074	321.34705
187.99408	321.1035
187.55742	320.85992
187.12076	320.61636
186.6841	320.3728
186.24744	320.12924
185.81078	319.88568
185.37411	319.64212
184.93745	319.39856
184.5008	319.155
184.06413	318.91144
183.62747	318.66788
183.19081	318.42432
182.75415	318.18076
182.31749	317.9372
181.88083	317.69363
181.44417	317.45007
181.0075	317.2065
180.57085	316.96295
180.13419	316.7194
179.69753	316.47583
179.26086	316.23227
178.8242	315.9887
178.38754	315.74515
177.95088	315.5016
177.51422	315.25803
177.07756	315.01447
176.6409	314.7709
176.20424	314.52734
175.76758	314.28378
175.33092	314.04022
174.89426	313.79666
174.4576	313.5531
174.02094	313.30954
173.58427	313.06598
173.14761	312.82242
172.71095	312.57886
172.27429	312.3353
171.83763	312.09174
171.40097	311.84818
170.96431	311.6046
170.52765	311.36105
170.12636	311.05038
169.776	310.68323
169.48445	310.26782
169.25826	309.8135
169.10248	309.3305
169.02063	308.82965
169.01456	308.32217
169.08438	307.8195
169.22855	307.3329
169.4438	306.8733
169.72533	306.45102
170.06679	306.07556
170.46053	305.75534
170.89769	305.49756
171.36847	305.308
171.86227	305.19095
172.36804	305.149
172.87439	305.18307
173.36996	305.29245
173.84363	305.47464
174.28474	305.7256
174.68341	306.03964
175.03067	306.40973
175.31873	306.82755
175.5411	307.28372
175.69281	307.768
175.77045	308.26953
175.77226	308.77704
175.69821	309.2791
175.54997	309.7645
175.33087	310.22226
175.04582	310.64215
174.70122	311.0147
174.30481	311.3316
173.8655	311.5857
173.39314	311.77127
172.89836	311.8842
172.39226	311.9219
171.88622	311.88358
171.39157	311.77005
170.91945	311.58386
170.48045	311.32922
170.08444	311.01184
169.74031	310.63885
169.45578	310.21863
169.23724	309.7606
169.0896	309.27502
169.01617	308.77286
169.01862	308.26535
169.09688	307.76392
169.17398	307.2699
169.25108	306.77588
169.32819	306.28186
169.40529	305.78784
169.48239	305.29382
169.5595	304.7998
169.6366	304.3058
169.7137	303.81177
169.7908	303.31775
169.8679	302.82373
169.945	302.3297
170.02211	301.8357
170.09921	301.34167
170.17632	300.84766
170.25342	300.35364
170.33052	299.85962
170.40762	299.3656
170.48473	298.87158
170.56183	298.37756
170.63893	297.88354
170.71603	297.38953
170.79314	296.8955
170.87024	296.4015
170.94734	295.90747
171.02444	295.41345
171.10155	294.91943
171.17865	294.4254
171.25575	293.9314
171.33286	293.43738
171.40996	292.94336
171.48706	292.44934
171.56416	291.95532
171.64127	291.4613
171.71837	290.9673
171.79547	290.47327
171.87257	289.97925
171.94968	289.48523
172.02678	288.9912
172.10388	288.4972
172.18098	288.00317
172.25809	287.50916
172.33519	287.01514
172.4123	286.52112
172.4894	286.0271
172.5665	285.53308
172.6436	285.03906
172.7207	284.54504
172.7978	284.05103
172.87491	283.557
172.95201	283.063
173.02911	282.56897
173.10622	282.07495
173.18332	281.58093
173.26042	281.0869
173.33752	280.5929
173.41463	280.09888
173.49173	279.60486
173.56883	279.11084
173.64594	278.61682
173.72304	278.1228
173.80014	277.62878
173.87724	277.13477
173.95435	276.64075
174.03145	276.14673
174.10855	275.6527
174.18565	275.1587
174.26276	274.66467
174.33986	274.17065
174.41696	273.67664
174.49406	273.18262
174.57117	272.6886
174.64827	272.19458
174.72537	271.70056
174.80247	271.20654
174.87958	270.71252
174.95668	270.2185
175.03378	269.7245
175.11089	269.23047
175.18799	268.73645
175.26509	268.24243
175.3422	267.7484
175.4193	267.2544
175.4964	266.76038
175.5735	266.26636
175.6506	265.77234
175.7277	265.27832
175.80481	264.7843
175.88191	264.29028
175.95901	263.79626
176.03612	263.30225
176.11322	262.80823
176.19032	262.3142
176.26743	261.8202
176.34453	261.32617
176.42163	260.83215
176.49873	260.33813
176.57584	259.84412
176.65294	259.3501
176.73004	258.85608
176.80714	258.36206
176.88425	257.86804
176.96135	257.37402
177.03845	256.88
177.11555	256.386
177.19266	255.89197
177.26976	255.39795
177.34686	254.90393
177.42397	254.40991
177.50107	253.9159
177.57817	253.42188
177.65527	252.92786
177.73238	252.43384
177.80948	251.93982
177.88658	251.4458
177.96368	250.95178
178.04079	250.45776
178.11789	249.96375
178.19499	249.46973
178.2721	248.97571
178.3492	248.48169
178.4263	247.98767
178.5034	247.49365
178.5805	246.99963
178.65761	246.50562
178.73471	246.0116
178.81181	245.51758
178.88892	245.02356
178.96602	244.52954
179.04312	244.03552
179.12022	243.5415
179.19733	243.04749
179.27443	242.55347
179.35153	242.05945
179.42863	241.56543
179.50574	241.07141
179.58284	240.5774
179.65994	240.08337
179.73705	239.58936
179.81415	239.09534
179.89125	238.60132
179.96835	238.1073
180.04546	237.61328
180.12256	237.11926
180.19966	236.62524
180.27676	236.13123
180.35387	235.6372
180.43097	235.14319
180.50807	234.64917
180.58517	234.15515
180.66228	233.66113
180.73938	233.16711
180.81648	232.6731
180.89359	232.17908
180.97069	231.68506
181.04779	231.19104
181.1249	230.69702
181.202	230.203
181.2791	229.70898
181.3562	229.21497
181.4333	228.72095
181.5104	228.22693
181.58751	227.73291
181.66461	227.23889
181.74171	226.74487
181.81882	226.25085
181.89592	225.75684
181.97302	225.26282
182.05013	224.7688
182.12723	224.27478
182.20433	223.78076
182.28143	223.28674
182.35854	222.79272
182.43564	222.2987
182.51274	221.80469
182.58984	221.31067
182.66695	220.81665
182.74405	220.32263
182.82115	219.82861
182.89825	219.3346
182.97536	218.84058
183.05246	218.34656
183.12956	217.85254
183.20667	217.35852
183.28377	216.8645
183.36087	216.37048
183.43797	215.87646
183.51508	215.38245
183.59218	214.88843
183.66928	214.39441
183.74638	213.90039
183.82349	213.40637
183.9758	212.92227
184.19875	212.46637
184.48732	212.0489
184.83504	211.67924
185.23409	211.36569
185.6755	211.1153
186.1494	210.93369
186.64511	210.82492
187.1515	210.79146
187.65721	210.83405
188.15088	210.95174
188.62141	211.14188
189.05826	211.40019
189.45158	211.72089
189.79257	212.09676
190.07356	212.51936
190.28824	212.97922
190.4318	213.46599
190.50099	213.96875
190.49428	214.47621
190.4118	214.97696
190.25543	215.45976
190.02866	215.91377
189.73659	216.3288
189.38577	216.69551
188.98409	217.00569
188.54056	217.25235
188.06516	217.42996
187.56854	217.53455
187.06189	217.56374
186.55656	217.51688
186.0639	217.39503
185.59499	217.20094
185.16034	216.93895
184.76973	216.61494
184.43192	216.2362
184.1545	215.81123
183.9437	215.34958
183.80426	214.8616
183.7393	214.35828
183.7503	213.85089
183.837	213.35085
183.99745	212.86937
184.22804	212.41728
184.5236	212.00473
184.8775	211.64099
185.28178	211.33421
185.72737	211.0913
186.20425	210.9177
186.70172	210.8173
187.19185	210.71841
187.68198	210.61952
188.1721	210.52063
188.66223	210.42174
189.15236	210.32285
189.64249	210.22395
190.13261	210.12506
190.62274	210.02617
191.11287	209.92728
191.603	209.82838
192.09312	209.72949
192.58325	209.6306
193.07338	209.53171
193.5635	209.43282
194.05363	209.33392
194.54376	209.23503
195.03389	209.13614
195.52402	209.03725
196.01414	208.93835
196.50427	208.83946
196.9944	208.74057
197.48453	208.64168
197.97466	208.54279
198.46478	208.4439
198.95491	208.345
199.44504	208.24611
199.93517	208.14722
200.4253	208.04832
200.91542	207.94943
201.40555	207.85054
201.89568	207.75165
202.3858	207.65276
202.87593	207.55386
203.36606	207.45497
203.85619	207.35608
204.34631	207.25719
204.83644	207.1583
205.32657	207.0594
205.8167	206.96051
206.30682	206.86162
206.79695	206.76273
207.28708	206.66383
207.7772	206.56494
208.26733	206.46605
208.75746	206.36716
209.24759	206.26826
209.73772	206.16937
210.22784	206.07048
210.71797	205.97159
211.2081	205.8727
211.69823	205.7738
212.18835	205.67491
212.67848	205.57602
213.16861	205.47713
213.65874	205.37823
214.14886	205.27934
214.63899	205.18045
215.12912	205.08156
215.61925	204.98267
216.10938	204.88377
216.5995	204.78488
217.08963	204.68599
217.57976	204.5871
218.06989	204.4882
218.56001	204.38931
219.05014	204.29042
219.54027	204.19153
220.0304	204.09264
220.52052	203.99374
221.01065	203.89485
221.50078	203.79596
221.9909	203.69707
222.48103	203.59818
222.97116	203.49928
223.46129	203.40039
223.95142	203.3015
224.44154	203.2026
224.93167	203.10371
225.4218	203.00482
225.91193	202.90593
226.40205	202.80704
226.89218	202.70815
227.38231	202.60925
227.87244	202.51036
228.36256	202.41147
228.85269	202.31258
229.34282	202.21368
229.83295	202.11479
230.32307	202.0159
230.8132	201.917
231.30333	201.81812
231.79346	201.71922
232.28358	201.62033
232.77371	201.52144
233.26384	201.42255
233.75397	201.32365
234.2441	201.22476
234.73422	201.12587
235.22435	201.02698
235.71448	200.92809
236.2046	200.8292
236.69473	200.7303
237.18486	200.63141
237.67499	200.53252
238.16512	200.43362
238.65524	200.33473
239.14537	200.23584
239.6355	200.13695
240.12563	200.03806
240.61575	199.93916
241.10588	199.84027
241.59601	199.74138
242.08614	199.64249
242.57626	199.5436
243.06639	199.4447
243.55652	199.34581
244.04665	199.24692
244.53677	199.14803
245.0269	199.04913
245.51703	198.95024
246.00716	198.85135
246.49728	198.75246
246.98741	198.65356
247.47754	198.55467
247.96767	198.45578
248.4578	198.35689
248.94792	198.258
249.43805	198.1591
249.92818	198.06021
250.4183	197.96132
250.90843	197.86243
251.39856	197.76353
251.88869	197.66464
252.37881	197.56575
252.86894	197.46686
253.35907	197.36797
253.8492	197.26907
254.33932	197.17018
254.82945	197.07129
255.31958	196.9724
255.80971	196.8735
256.29984	196.77461
256.78995	196.67572
257.28006	196.57683
257.77017	196.47794
258.26028	196.37904
258.7504	196.28015
259.2405	196.18126
259.73062	196.08237
260.22073	195.98347
260.71085	195.88458
261.20096	195.78569
261.69107	195.6868
262.18118	195.5879
262.6713	195.48901
263.1614	195.39012
263.65152	195.29123
264.14163	195.19234
264.63174	195.09344
265.12186	194.99455
265.61197	194.89566
266.10208	194.79677
266.5922	194.69788
267.0823	194.59898
267.57242	194.50009
268.06253	194.4012
268.55264	194.3023
269.04276	194.20341
269.53287	194.10452
270.02298	194.00563
270.5131	193.90674
271.0032	193.80785
271.49332	193.70895
271.98343	193.61006
272.47354	193.51117
272.96365	193.41228
273.45377	193.31339
273.94388	193.2145
274.434	193.1156
274.9241	193.01671
275.4142	192.91782
275.90433	192.81892
276.39444	192.72003
276.88455	192.62114
277.37466	192.52225
277.86478	192.42336
278.3549	192.32446
278.845	192.22557
279.3351	192.12668
279.82523	192.02779
280.31534	191.9289
280.82224	191.90398
281.32715	191.9551
281.81876	192.08109
282.286	192.27913
282.7184	192.54478
283.1063	192.87207
283.4409	193.25365
283.7147	193.68094
283.92157	194.14435
284.0569	194.63348
284.11758	195.13734
284.1023	195.6446
284.01138	196.1439
283.84686	196.62401
283.61246	197.07413
283.31342	197.48416
282.95645	197.84491
282.5496	198.14825
282.10196	198.3874
281.62363	198.55698
281.12534	198.65315
280.61826	198.67378
280.1138	198.61841
279.62326	198.48827
279.15768	198.28629
278.7275	198.017
278.3424	197.68645
278.01105	197.30206
277.74084	196.87247
277.53787	196.40732
277.40668	195.91707
277.35022	195.41272
277.36978	194.9056
277.4649	194.40709
277.63345	193.92839
277.87164	193.48026
278.17413	193.07275
278.53412	192.71503
278.9435	192.41512
279.39313	192.17976
279.87286	192.01424
280.37195	191.92227
280.87918	191.90591
281.38318	191.96555
281.8726	192.09982
282.33646	192.30573
